Geneid	ENSEMBL	log2FoldChange	padj	DEG
Gm36231	ENSMUSG00000109667.1	0	NA	NS
Gm13612	ENSMUSG00000082836.1	0.03	NA	NS
Nostrin	ENSMUSG00000034738.8	-0.08	NA	NS
G6pc2	ENSMUSG00000005232.11	-0.02	NA	NS
Gm13613	ENSMUSG00000086819.1	-0.05	NA	NS
Gm13614	ENSMUSG00000083592.1	0	NA	NS
Dhrs9	ENSMUSG00000027068.6	-0.02	NA	NS
Bbs5	ENSMUSG00000063145.10	0.05	NA	NS
Klhl41	ENSMUSG00000075307.3	-0.11	NA	NS
Gm13624	ENSMUSG00000081857.1	0	NA	NS
Gm13625	ENSMUSG00000089902.1	-0.01	NA	NS
Mettl5os	ENSMUSG00000085735.1	0.01	NA	NS
Ubr3	ENSMUSG00000044308.17	-0.16	NA	NS
Gm13631	ENSMUSG00000086132.1	-0.02	NA	NS
Sp5	ENSMUSG00000075304.2	0.04	NA	NS
Gad1os	ENSMUSG00000087264.1	0.01	NA	NS
Erich2	ENSMUSG00000075302.10	0.03	NA	NS
Gm37026	ENSMUSG00000104076.1	-0.01	NA	NS
Gm16510	ENSMUSG00000086699.3	0.01	NA	NS
Gm26558	ENSMUSG00000097025.1	-0.02	NA	NS
Tlk1	ENSMUSG00000041997.16	-0.03	NA	NS
Gm13633	ENSMUSG00000082303.1	0	NA	NS
Gm13632	ENSMUSG00000085868.1	0	NA	NS
Mettl8	ENSMUSG00000041975.17	-0.1	NA	NS
Dcaf17	ENSMUSG00000041966.18	0	NA	NS
Gm13642	ENSMUSG00000086846.2	-0.01	NA	NS
Gm23166	ENSMUSG00000087789.1	0	NA	NS
Metap1d	ENSMUSG00000041921.16	-0.09	NA	NS
Gm23253	ENSMUSG00000088066.1	NA	NA	NS
Dlx1as	ENSMUSG00000084946.2	-0.05	NA	NS
Dlx1	ENSMUSG00000041911.3	-0.06	NA	NS
Dlx2	ENSMUSG00000023391.8	-0.03	NA	NS
Gm13662	ENSMUSG00000084794.1	-0.06	NA	NS
Gm13739	ENSMUSG00000081878.1	0	NA	NS
Gm13746	ENSMUSG00000087345.1	-0.02	NA	NS
Rapgef4	ENSMUSG00000049044.16	-0.02	NA	NS
Gm26408	ENSMUSG00000088297.1	NA	NA	NS
Rapgef4os1	ENSMUSG00000085439.1	-0.02	NA	NS
Rapgef4os2	ENSMUSG00000085001.1	0	NA	NS
Rapgef4os3	ENSMUSG00000086231.1	-0.06	NA	NS
Map3k20	ENSMUSG00000004085.14	0.01	NA	NS
Zakit	ENSMUSG00000088302.1	-0.02	NA	NS
Rpl36a-ps4	ENSMUSG00000084261.1	0.01	NA	NS
Rps13-ps8	ENSMUSG00000081538.1	NA	NA	NS
Eif1-ps3	ENSMUSG00000080865.1	-0.01	NA	NS
Pex13-ps	ENSMUSG00000083279.1	-0.04	NA	NS
Ak3l2-ps	ENSMUSG00000081957.5	NA	NA	NS
8430437L04Rik	ENSMUSG00000085252.1	-0.07	NA	NS
6430710C18Rik	ENSMUSG00000085427.7	0.04	NA	NS
Gm25960	ENSMUSG00000092851.1	0	NA	NS
Hspe1-ps5	ENSMUSG00000084213.1	0	NA	NS
Gm11084	ENSMUSG00000079286.1	0	NA	NS
Gm13666	ENSMUSG00000083569.1	0	NA	NS
Gm13664	ENSMUSG00000083976.1	-0.01	NA	NS
Sp9	ENSMUSG00000068859.5	-0.02	NA	NS
Cir1	ENSMUSG00000041777.12	0.04	NA	NS
Gm13703	ENSMUSG00000085519.1	-0.01	NA	NS
Gm13709	ENSMUSG00000086546.1	-0.04	NA	NS
D230022J07Rik	ENSMUSG00000087176.1	0.04	NA	NS
Gm13707	ENSMUSG00000085768.1	-0.01	NA	NS
Wipf1	ENSMUSG00000075284.10	0.02	NA	NS
Gm13708	ENSMUSG00000086069.1	0.02	NA	NS
Chrna1	ENSMUSG00000027107.3	0	NA	NS
Chn1os3	ENSMUSG00000086544.1	-0.05	NA	NS
Chn1	ENSMUSG00000056486.18	-0.05	NA	NS
Chn1os1	ENSMUSG00000085838.1	0	NA	NS
Gm13640	ENSMUSG00000081062.1	-0.01	NA	NS
Atf2	ENSMUSG00000027104.18	0.08	NA	NS
Gm27421	ENSMUSG00000099302.1	NA	NA	NS
Gm10822	ENSMUSG00000097377.1	-0.03	NA	NS
Gm13668	ENSMUSG00000083072.2	-0.02	NA	NS
A630050E04Rik	ENSMUSG00000085387.1	-0.01	NA	NS
Gm28640	ENSMUSG00000099502.1	0	NA	NS
Gm13667	ENSMUSG00000084791.1	0.01	NA	NS
4930441J16Rik	ENSMUSG00000085405.1	-0.01	NA	NS
Lnpk	ENSMUSG00000009207.15	0.06	NA	NS
4930445N08Rik	ENSMUSG00000087205.1	-0.02	NA	NS
Gm22975	ENSMUSG00000065237.1	-0.01	NA	NS
Gm13672	ENSMUSG00000082973.1	0	NA	NS
Evx2	ENSMUSG00000001815.15	-0.01	NA	NS
Hoxd13	ENSMUSG00000001819.4	0	NA	NS
Hoxd12	ENSMUSG00000001823.5	-0.04	NA	NS
Hoxd11	ENSMUSG00000042499.13	-0.03	NA	NS
Gm28309	ENSMUSG00000099521.1	NA	NA	NS
Hoxd10	ENSMUSG00000050368.4	-0.02	NA	NS
Gm14396	ENSMUSG00000086077.7	NA	NA	NS
Gm28793	ENSMUSG00000100209.1	0	NA	NS
Hoxd9	ENSMUSG00000043342.9	-0.01	NA	NS
Gm44463	ENSMUSG00000104570.1	-0.01	NA	NS
Hoxd3os1	ENSMUSG00000052371.5	-0.02	NA	NS
Hoxd8	ENSMUSG00000027102.4	0	NA	NS
Hoxd3	ENSMUSG00000079277.9	-0.02	NA	NS
Hoxd4	ENSMUSG00000101174.8	-0.03	NA	NS
Mir10b	ENSMUSG00000065500.3	NA	NA	NS
Gm28230	ENSMUSG00000100642.1	0	NA	NS
Haglr	ENSMUSG00000075277.5	-0.02	NA	NS
Gm14424	ENSMUSG00000085015.1	0	NA	NS
Gm14426	ENSMUSG00000086559.1	-0.01	NA	NS
Hoxd1	ENSMUSG00000042448.5	0	NA	NS
Gm14425	ENSMUSG00000081156.1	-0.01	NA	NS
Gm14427	ENSMUSG00000083837.1	-0.05	NA	NS
n-R5s198	ENSMUSG00000084574.1	-0.01	NA	NS
Gm13652	ENSMUSG00000087333.1	-0.09	NA	NS
A330043C09Rik	ENSMUSG00000086044.1	-0.01	NA	NS
Gm13653	ENSMUSG00000075276.5	0.03	NA	NS
Gm18494	ENSMUSG00000115959.1	0	NA	NS
Gm37243	ENSMUSG00000102473.1	-0.01	NA	NS
Gm13658	ENSMUSG00000087504.1	-0.01	NA	NS
Gm13660	ENSMUSG00000086576.1	-0.01	NA	NS
Gm13655	ENSMUSG00000082152.1	-0.01	NA	NS
Gm24574	ENSMUSG00000093242.1	NA	NA	NS
Gm24996	ENSMUSG00000089015.1	-0.03	NA	NS
Gm13656	ENSMUSG00000087527.1	-0.01	NA	NS
Gm13657	ENSMUSG00000086813.1	0	NA	NS
Gm13670	ENSMUSG00000082187.1	0	NA	NS
Agps	ENSMUSG00000042410.16	0.07	NA	NS
Ttc30a2	ENSMUSG00000075272.4	-0.03	NA	NS
Ttc30a1	ENSMUSG00000075271.4	0.14	NA	NS
Pde11a	ENSMUSG00000075270.11	-0.06	NA	NS
Gm44337	ENSMUSG00000105164.1	0	NA	NS
Cyct	ENSMUSG00000056436.4	-0.01	NA	NS
Rbm45	ENSMUSG00000042369.8	-0.1	NA	NS
Osbpl6	ENSMUSG00000042359.18	-0.13	NA	NS
Gm23164	ENSMUSG00000092825.1	-0.01	NA	NS
Pjvk	ENSMUSG00000075267.9	-0.03	NA	NS
Fkbp7	ENSMUSG00000002732.14	0.02	NA	NS
Plekha3	ENSMUSG00000002733.8	-0.01	NA	NS
Gm13938	ENSMUSG00000086354.2	NA	NA	NS
Gm44360	ENSMUSG00000105724.1	0	NA	NS
Sestd1	ENSMUSG00000042272.17	0.07	NA	NS
Gm13650	ENSMUSG00000084087.1	-0.03	NA	NS
Gm13651	ENSMUSG00000081611.1	0.02	NA	NS
Gm13943	ENSMUSG00000085277.1	-0.01	NA	NS
Gm13944	ENSMUSG00000085845.7	-0.03	NA	NS
Gm13661	ENSMUSG00000087102.1	-0.01	NA	NS
Gm13727	ENSMUSG00000087353.1	-0.01	NA	NS
Cwc22	ENSMUSG00000027014.14	-0.08	NA	NS
Gm13726	ENSMUSG00000081719.1	0	NA	NS
4930440I19Rik	ENSMUSG00000085431.7	-0.05	NA	NS
Gm14461	ENSMUSG00000054510.5	-0.07	NA	NS
Gm14460	ENSMUSG00000082701.1	-0.01	NA	NS
Gm23149	ENSMUSG00000089462.1	NA	NA	NS
Gm14464	ENSMUSG00000082046.1	-0.03	NA	NS
Gm14463	ENSMUSG00000084239.1	-0.01	NA	NS
Gm17014	ENSMUSG00000084101.1	0.01	NA	NS
Gm37004	ENSMUSG00000102286.1	-0.03	NA	NS
Gm14466	ENSMUSG00000083950.1	-0.01	NA	NS
Gm14469	ENSMUSG00000080984.1	-0.01	NA	NS
Gm14465	ENSMUSG00000083691.1	-0.02	NA	NS
Gm22606	ENSMUSG00000088915.1	0	NA	NS
Gm13673	ENSMUSG00000081284.1	-0.01	NA	NS
Gm26755	ENSMUSG00000097843.1	0	NA	NS
Itprid2	ENSMUSG00000027007.16	-0.13	NA	NS
Ppp1r1c	ENSMUSG00000034683.12	-0.08	NA	NS
Gm13674	ENSMUSG00000083519.1	0	NA	NS
Prdx6b	ENSMUSG00000050114.7	0.03	NA	NS
Gm13752	ENSMUSG00000085921.1	-0.01	NA	NS
Frzb	ENSMUSG00000027004.3	-0.09	NA	NS
Gm13687	ENSMUSG00000082494.1	-0.03	NA	NS
Gm24461	ENSMUSG00000064669.1	0.01	NA	NS
Gm13688	ENSMUSG00000083284.1	0.01	NA	NS
Mir684-1	ENSMUSG00000106252.1	0.01	NA	NS
Gm13690	ENSMUSG00000086436.2	0.01	NA	NS
Gm25420	ENSMUSG00000077404.1	-0.01	NA	NS
Gm22652	ENSMUSG00000065141.1	0	NA	NS
Gm13700	ENSMUSG00000084107.1	0.01	NA	NS
Gm13755	ENSMUSG00000084297.1	-0.01	NA	NS
Gm13756	ENSMUSG00000081566.1	NA	NA	NS
Gm23452	ENSMUSG00000065261.1	NA	NA	NS
Gm23900	ENSMUSG00000088194.1	0	NA	NS
Zfp804a	ENSMUSG00000070866.4	-0.05	NA	NS
Gm13677	ENSMUSG00000082666.1	-0.01	NA	NS
A130030D18Rik	ENSMUSG00000087061.1	0	NA	NS
Gm13676	ENSMUSG00000083804.1	-0.02	NA	NS
Gm13678	ENSMUSG00000081122.1	-0.01	NA	NS
Gm28675	ENSMUSG00000102082.1	-0.01	NA	NS
Gm13680	ENSMUSG00000081400.1	0.08	NA	NS
Gm13682	ENSMUSG00000080925.1	-0.01	NA	NS
Gm13681	ENSMUSG00000083389.1	-0.01	NA	NS
Gm13683	ENSMUSG00000080949.1	-0.02	NA	NS
Gm13685	ENSMUSG00000082460.1	-0.01	NA	NS
Zc3h15	ENSMUSG00000027091.14	0.08	NA	NS
Gm13686	ENSMUSG00000085450.1	0	NA	NS
Itgav	ENSMUSG00000027087.11	-0.06	NA	NS
Gm13684	ENSMUSG00000085335.1	0.01	NA	NS
Dnmt3l-ps1	ENSMUSG00000081801.1	0	NA	NS
Fam171b	ENSMUSG00000048388.3	-0.06	NA	NS
Zswim2	ENSMUSG00000034552.8	-0.07	NA	NS
Gm13698	ENSMUSG00000094125.1	NA	NA	NS
Gm13693	ENSMUSG00000094336.1	NA	NA	NS
Gm13695	ENSMUSG00000096729.1	NA	NA	NS
Gm13696	ENSMUSG00000096484.1	NA	NA	NS
Gm13694	ENSMUSG00000096337.1	NA	NA	NS
Gm13697	ENSMUSG00000095824.1	NA	NA	NS
Gm13691	ENSMUSG00000079247.2	NA	NA	NS
Gm13692	ENSMUSG00000084359.1	NA	NA	NS
Gm13702	ENSMUSG00000081980.1	-0.02	NA	NS
Gm25972	ENSMUSG00000093115.1	NA	NA	NS
Gm13711	ENSMUSG00000084198.1	0	NA	NS
Calcrl	ENSMUSG00000059588.13	-0.08	NA	NS
Gm13710	ENSMUSG00000087362.7	0	NA	NS
Gm28635	ENSMUSG00000101645.1	NA	NA	NS
Btbd18	ENSMUSG00000086598.9	-0.03	NA	NS
Zdhhc5	ENSMUSG00000034075.10	0.03	NA	NS
n-R5s200	ENSMUSG00000077382.1	NA	NA	NS
Gm27942	ENSMUSG00000099206.1	-0.01	NA	NS
Ypel4	ENSMUSG00000034059.13	-0.05	NA	NS
Mir130a	ENSMUSG00000065484.1	NA	NA	NS
Gm19426	ENSMUSG00000097187.1	0.05	NA	NS
Serping1	ENSMUSG00000023224.12	0.01	NA	NS
Smtnl1	ENSMUSG00000027077.7	-0.01	NA	NS
Rtn4rl2	ENSMUSG00000050896.12	0	NA	NS
Gm24332	ENSMUSG00000092843.1	NA	NA	NS
Slc43a3	ENSMUSG00000027074.14	-0.01	NA	NS
Prg2	ENSMUSG00000027073.5	-0.02	NA	NS
Prg3	ENSMUSG00000027072.13	-0.01	NA	NS
4930443O20Rik	ENSMUSG00000086969.1	-0.06	NA	NS
Aplnr	ENSMUSG00000044338.9	-0.06	NA	NS
Gm13712	ENSMUSG00000082534.1	-0.04	NA	NS
Gm13713	ENSMUSG00000085135.7	-0.01	NA	NS
Lrrc55	ENSMUSG00000075224.10	-0.11	NA	NS
Gm13716	ENSMUSG00000086905.1	-0.01	NA	NS
Gm13715	ENSMUSG00000085025.1	-0.01	NA	NS
Gm13714	ENSMUSG00000081014.1	NA	NA	NS
Olfr987	ENSMUSG00000075223.4	-0.03	NA	NS
Olfr988	ENSMUSG00000075222.5	-0.06	NA	NS
Olfr989-ps1	ENSMUSG00000111597.1	-0.01	NA	NS
Olfr990-ps1	ENSMUSG00000082712.2	-0.01	NA	NS
Olfr991-ps1	ENSMUSG00000110978.1	-0.01	NA	NS
Olfr992	ENSMUSG00000075221.3	-0.05	NA	NS
Olfr993	ENSMUSG00000075220.1	-0.01	NA	NS
Gm23716	ENSMUSG00000087973.1	0	NA	NS
Olfr994	ENSMUSG00000075219.3	-0.02	NA	NS
Olfr995	ENSMUSG00000075218.3	-0.01	NA	NS
4833423E24Rik	ENSMUSG00000075217.1	0.01	NA	NS
Olfr996	ENSMUSG00000111179.1	-0.03	NA	NS
Olfr997-ps1	ENSMUSG00000081047.2	NA	NA	NS
Olfr998	ENSMUSG00000111454.2	-0.04	NA	NS
Olfr999-ps1	ENSMUSG00000081955.2	NA	NA	NS
Olfr1000	ENSMUSG00000075215.2	-0.02	NA	NS
Olfr1001-ps1	ENSMUSG00000111566.1	-0.01	NA	NS
Olfr1002	ENSMUSG00000075214.3	0	NA	NS
Olfr1003-ps1	ENSMUSG00000082577.2	0	NA	NS
Olfr1004-ps1	ENSMUSG00000083358.2	-0.01	NA	NS
Olfr154	ENSMUSG00000075212.5	-0.01	NA	NS
Olfr1005-ps1	ENSMUSG00000110810.1	-0.01	NA	NS
Olfr1006	ENSMUSG00000075211.4	-0.02	NA	NS
Olfr1007-ps1	ENSMUSG00000110855.1	-0.01	NA	NS
Olfr1008	ENSMUSG00000050603.1	-0.02	NA	NS
Olfr1009	ENSMUSG00000043226.5	-0.02	NA	NS
Olfr1010	ENSMUSG00000110879.2	-0.03	NA	NS
Olfr1012	ENSMUSG00000075210.4	-0.02	NA	NS
Olfr1013	ENSMUSG00000053287.4	-0.07	NA	NS
Olfr1014	ENSMUSG00000059379.3	0	NA	NS
Gm49332	ENSMUSG00000111120.1	NA	NA	NS
Olfr1015	ENSMUSG00000033850.5	-0.03	NA	NS
Olfr1016	ENSMUSG00000075209.3	-0.04	NA	NS
Olfr1017-ps1	ENSMUSG00000081057.2	-0.01	NA	NS
Gm13720	ENSMUSG00000083029.1	-0.01	NA	NS
Olfr1018	ENSMUSG00000043892.3	-0.06	NA	NS
Olfr1019	ENSMUSG00000075208.6	-0.02	NA	NS
Olfr1020	ENSMUSG00000046975.7	-0.04	NA	NS
Olfr1021-ps1	ENSMUSG00000082754.2	-0.01	NA	NS
Olfr1022	ENSMUSG00000057761.1	-0.01	NA	NS
Gm24037	ENSMUSG00000064805.1	NA	NA	NS
Olfr1023	ENSMUSG00000050128.5	-0.03	NA	NS
Gm40020	ENSMUSG00000111834.1	-0.02	NA	NS
Olfr1024	ENSMUSG00000075206.1	0	NA	NS
Olfr1025-ps1	ENSMUSG00000058884.6	-0.02	NA	NS
Olfr1026	ENSMUSG00000042863.5	-0.03	NA	NS
Olfr1027-ps1	ENSMUSG00000082892.2	-0.01	NA	NS
Olfr1028	ENSMUSG00000057207.2	-0.02	NA	NS
Olfr1029	ENSMUSG00000059873.4	-0.05	NA	NS
Olfr1031	ENSMUSG00000043267.3	-0.02	NA	NS
Olfr1032	ENSMUSG00000042796.2	0	NA	NS
Olfr1033	ENSMUSG00000045392.8	-0.03	NA	NS
Olfr1034	ENSMUSG00000102091.2	-0.04	NA	NS
Olfr1035-ps1	ENSMUSG00000083418.2	-0.02	NA	NS
Olfr1036	ENSMUSG00000099820.2	-0.01	NA	NS
Olfr1037	ENSMUSG00000075205.5	-0.01	NA	NS
Gm13722	ENSMUSG00000083594.1	-0.03	NA	NS
Olfr1038-ps	ENSMUSG00000050577.8	-0.06	NA	NS
Olfr1039	ENSMUSG00000075204.3	-0.04	NA	NS
Olfr1040	ENSMUSG00000075203.1	-0.03	NA	NS
Olfr1041-ps1	ENSMUSG00000111802.1	NA	NA	NS
Olfr1042	ENSMUSG00000075202.5	-0.07	NA	NS
Olfr1043	ENSMUSG00000075201.2	-0.03	NA	NS
Olfr1044	ENSMUSG00000075200.2	0	NA	NS
Olfr52	ENSMUSG00000075199.3	-0.04	NA	NS
Olfr1045	ENSMUSG00000075198.2	-0.09	NA	NS
Olfr1046	ENSMUSG00000075197.3	-0.12	NA	NS
Olfr1047	ENSMUSG00000075196.3	-0.01	NA	NS
Olfr1048	ENSMUSG00000075195.3	-0.06	NA	NS
Olfr1049	ENSMUSG00000075194.3	-0.02	NA	NS
Olfr1050-ps1	ENSMUSG00000083969.1	0.01	NA	NS
Olfr1051	ENSMUSG00000075193.2	-0.03	NA	NS
Olfr1052	ENSMUSG00000047149.5	0	NA	NS
Olfr1053	ENSMUSG00000075192.4	0	NA	NS
Gm13719	ENSMUSG00000083864.1	-0.05	NA	NS
Olfr1054	ENSMUSG00000075190.2	-0.02	NA	NS
Gm48554	ENSMUSG00000111716.1	NA	NA	NS
Olfr1055	ENSMUSG00000075189.5	0	NA	NS
Olfr1056	ENSMUSG00000075188.4	-0.05	NA	NS
Olfr1057	ENSMUSG00000075187.2	0	NA	NS
Olfr1058	ENSMUSG00000075186.4	0	NA	NS
Olfr1059-ps1	ENSMUSG00000111384.1	0	NA	NS
Gm20734	ENSMUSG00000111010.1	0	NA	NS
Olfr1060-ps1	ENSMUSG00000100458.2	-0.01	NA	NS
Olfr1061	ENSMUSG00000075185.1	-0.01	NA	NS
Olfr1062	ENSMUSG00000090059.4	-0.03	NA	NS
Olfr1063-ps1	ENSMUSG00000084117.3	-0.03	NA	NS
Olfr1064-ps1	ENSMUSG00000110878.1	-0.01	NA	NS
Olfr1065	ENSMUSG00000111306.2	-0.04	NA	NS
Olfr1066	ENSMUSG00000075181.1	0	NA	NS
Olfr1069-ps1	ENSMUSG00000080752.2	-0.03	NA	NS
Gm48628	ENSMUSG00000111643.1	-0.02	NA	NS
Olfr1070-ps1	ENSMUSG00000111736.1	NA	NA	NS
Olfr228	ENSMUSG00000111772.2	-0.02	NA	NS
Olfr1073-ps1	ENSMUSG00000111518.1	0	NA	NS
Olfr1075-ps1	ENSMUSG00000110999.1	0	NA	NS
Gm5023	ENSMUSG00000111105.1	NA	NA	NS
Olfr1076	ENSMUSG00000060742.1	-0.02	NA	NS
Olfr1077-ps1	ENSMUSG00000111678.2	0	NA	NS
Olfr1078-ps1	ENSMUSG00000080924.1	0	NA	NS
Olfr1079	ENSMUSG00000075179.3	-0.03	NA	NS
Olfr1080	ENSMUSG00000110912.1	-0.01	NA	NS
Olfr1081-ps1	ENSMUSG00000080986.1	0	NA	NS
Olfr1082	ENSMUSG00000111689.1	-0.02	NA	NS
Olfr1083-ps	ENSMUSG00000068824.4	-0.04	NA	NS
Olfr1084	ENSMUSG00000110804.1	-0.01	NA	NS
Olfr1086	ENSMUSG00000075175.2	0	NA	NS
Olfr1087	ENSMUSG00000075174.2	-0.03	NA	NS
Olfr1088-ps1	ENSMUSG00000110953.1	-0.02	NA	NS
Olfr1089	ENSMUSG00000111711.1	-0.01	NA	NS
Olfr1090	ENSMUSG00000075172.3	-0.07	NA	NS
Olfr1091-ps1	ENSMUSG00000111493.1	-0.01	NA	NS
Olfr1092-ps1	ENSMUSG00000111295.1	0	NA	NS
Olfr1093	ENSMUSG00000047969.5	-0.03	NA	NS
Olfr141	ENSMUSG00000078420.6	-0.05	NA	NS
Olfr1094	ENSMUSG00000044213.4	-0.02	NA	NS
Olfr1095	ENSMUSG00000075171.3	-0.01	NA	NS
Gm13723	ENSMUSG00000086338.2	-0.06	NA	NS
Olfr1098	ENSMUSG00000075169.5	-0.04	NA	NS
Gm48002	ENSMUSG00000111322.1	0	NA	NS
Olfr1099	ENSMUSG00000075168.4	-0.05	NA	NS
Olfr1100	ENSMUSG00000070875.5	-0.03	NA	NS
Olfr1101	ENSMUSG00000075167.3	-0.06	NA	NS
Olfr1102	ENSMUSG00000049843.6	-0.02	NA	NS
Olfr1103-ps1	ENSMUSG00000083147.2	-0.01	NA	NS
Olfr1104	ENSMUSG00000075166.2	0	NA	NS
Olfr1105	ENSMUSG00000075165.3	-0.05	NA	NS
Olfr1106	ENSMUSG00000075164.2	-0.02	NA	NS
Olfr1107	ENSMUSG00000075163.5	-0.12	NA	NS
Olfr1108-ps1	ENSMUSG00000110886.1	0	NA	NS
Olfr1109	ENSMUSG00000075161.3	-0.02	NA	NS
Olfr259	ENSMUSG00000075160.3	-0.02	NA	NS
Gm13733	ENSMUSG00000081610.1	0	NA	NS
Olfr1110	ENSMUSG00000075159.5	-0.06	NA	NS
Olfr1111	ENSMUSG00000075158.5	-0.02	NA	NS
Nlk-ps1	ENSMUSG00000081041.1	0	NA	NS
Olfr1112	ENSMUSG00000044487.2	-0.02	NA	NS
Gm13730	ENSMUSG00000081168.1	-0.03	NA	NS
Olfr1113	ENSMUSG00000070857.4	-0.04	NA	NS
Olfr1114-ps1	ENSMUSG00000111248.1	-0.01	NA	NS
Gm13735	ENSMUSG00000081853.1	-0.01	NA	NS
Olfr1115	ENSMUSG00000070856.5	-0.02	NA	NS
Gm27438	ENSMUSG00000098776.1	NA	NA	NS
Gm13732	ENSMUSG00000084043.1	-0.03	NA	NS
Gm13728	ENSMUSG00000082225.1	-0.01	NA	NS
Olfr1117-ps1	ENSMUSG00000089732.5	-0.01	NA	NS
Gm13729	ENSMUSG00000083550.1	-0.01	NA	NS
Olfr1118	ENSMUSG00000083706.3	-0.06	NA	NS
Gm13737	ENSMUSG00000083211.1	0	NA	NS
Gm13731	ENSMUSG00000081907.1	0	NA	NS
Olfr1119-ps1	ENSMUSG00000111093.1	0	NA	NS
Olfr1120	ENSMUSG00000081234.3	0	NA	NS
Olfr1121	ENSMUSG00000070852.2	0	NA	NS
Olfr1122	ENSMUSG00000047594.4	-0.08	NA	NS
Olfr1123	ENSMUSG00000043274.4	-0.07	NA	NS
Olfr1124	ENSMUSG00000050772.2	-0.02	NA	NS
Olfr1126	ENSMUSG00000058194.3	-0.02	NA	NS
Pramel7	ENSMUSG00000025839.3	-0.03	NA	NS
Pramel6	ENSMUSG00000025838.12	-0.03	NA	NS
Gm13738	ENSMUSG00000081762.1	0	NA	NS
Olfr1127-ps1	ENSMUSG00000083267.2	-0.01	NA	NS
Olfr153	ENSMUSG00000061520.4	-0.01	NA	NS
Olfr1128	ENSMUSG00000075156.4	-0.01	NA	NS
Gm13740	ENSMUSG00000082417.1	0	NA	NS
Gm13744	ENSMUSG00000081132.1	0.01	NA	NS
Gm13743	ENSMUSG00000083688.1	0	NA	NS
Olfr1129	ENSMUSG00000062272.4	-0.04	NA	NS
Olfr1130	ENSMUSG00000059205.5	-0.03	NA	NS
Olfr1131	ENSMUSG00000068819.3	-0.04	NA	NS
Olfr1132	ENSMUSG00000068818.5	-0.02	NA	NS
Gm13742	ENSMUSG00000082428.1	-0.01	NA	NS
Olfr1133	ENSMUSG00000075155.2	0	NA	NS
Olfr1134	ENSMUSG00000111747.2	-0.02	NA	NS
Olfr1135	ENSMUSG00000075153.2	-0.03	NA	NS
Olfr1136	ENSMUSG00000075151.6	0	NA	NS
Olfr1137	ENSMUSG00000075150.2	-0.06	NA	NS
Olfr1138	ENSMUSG00000075149.2	-0.03	NA	NS
Olfr1140	ENSMUSG00000068817.5	-0.02	NA	NS
Olfr1139-ps1	ENSMUSG00000111543.1	NA	NA	NS
Olfr1141	ENSMUSG00000075148.1	-0.05	NA	NS
Olfr152	ENSMUSG00000068816.3	-0.03	NA	NS
Olfr1142-ps1	ENSMUSG00000111455.1	-0.01	NA	NS
Olfr1143	ENSMUSG00000068815.3	-0.03	NA	NS
Olfr1144-ps1	ENSMUSG00000082227.4	-0.01	NA	NS
Olfr1145	ENSMUSG00000068814.2	0	NA	NS
Olfr1146-ps1	ENSMUSG00000083185.2	0	NA	NS
Olfr1147-ps1	ENSMUSG00000081908.2	-0.03	NA	NS
Olfr1148	ENSMUSG00000061875.2	-0.04	NA	NS
Olfr1149-ps1	ENSMUSG00000082982.2	0	NA	NS
Olfr1150-ps1	ENSMUSG00000070853.5	-0.04	NA	NS
Olfr1151	ENSMUSG00000047039.4	-0.03	NA	NS
Olfr1152	ENSMUSG00000045225.4	-0.02	NA	NS
Gm13745	ENSMUSG00000082056.1	NA	NA	NS
Olfr1153	ENSMUSG00000048197.4	-0.04	NA	NS
Olfr1154	ENSMUSG00000075146.2	0	NA	NS
Olfr1155	ENSMUSG00000075145.2	0.01	NA	NS
Olfr1156	ENSMUSG00000075144.5	-0.02	NA	NS
Olfr1157	ENSMUSG00000075143.5	-0.05	NA	NS
Olfr74	ENSMUSG00000075142.1	-0.05	NA	NS
Olfr1158	ENSMUSG00000062793.6	-0.06	NA	NS
Olfr1159-ps1	ENSMUSG00000081345.2	-0.03	NA	NS
Olfr1160	ENSMUSG00000075141.5	-0.04	NA	NS
Olfr1161	ENSMUSG00000045150.5	-0.07	NA	NS
Olfr73	ENSMUSG00000075140.4	-0.03	NA	NS
Olfr1162	ENSMUSG00000075139.3	0	NA	NS
Olfr1163	ENSMUSG00000075137.4	-0.03	NA	NS
Olfr1164	ENSMUSG00000075136.4	-0.01	NA	NS
Olfr1165-ps	ENSMUSG00000046590.3	-0.08	NA	NS
Olfr1166	ENSMUSG00000101078.3	-0.02	NA	NS
Olfr1168	ENSMUSG00000061342.5	-0.03	NA	NS
Olfr1169-ps1	ENSMUSG00000084405.2	-0.01	NA	NS
Olfr1170	ENSMUSG00000075133.2	-0.09	NA	NS
Olfr1171-ps1	ENSMUSG00000082010.3	-0.02	NA	NS
Olfr1172-ps1	ENSMUSG00000082237.2	0	NA	NS
Olfr1173	ENSMUSG00000075132.2	-0.06	NA	NS
Olfr1174-ps	ENSMUSG00000080713.3	-0.02	NA	NS
Olfr1175-ps	ENSMUSG00000083855.6	-0.09	NA	NS
Olfr1176	ENSMUSG00000050023.4	-0.01	NA	NS
Olfr1177-ps	ENSMUSG00000075128.7	-0.03	NA	NS
Olfr1178	ENSMUSG00000056995.3	-0.07	NA	NS
Olfr1179	ENSMUSG00000075127.2	0	NA	NS
Olfr1180	ENSMUSG00000081836.3	-0.03	NA	NS
Gm13757	ENSMUSG00000090097.8	-0.04	NA	NS
