Geneid	ENSEMBL	log2FoldChange	padj	DEG
Gm44650	ENSMUSG00000108636.1	NA	NA	NS
Gm15503	ENSMUSG00000084964.2	0.01	NA	NS
Tial1	ENSMUSG00000030846.15	0.01	NA	NS
Gm32816	ENSMUSG00000108668.1	0.01	NA	NS
Gm24365	ENSMUSG00000093125.1	-0.01	NA	NS
Gm40457	ENSMUSG00000108626.1	0.03	NA	NS
2610306O10Rik	ENSMUSG00000108614.1	0.03	NA	NS
Gm45121	ENSMUSG00000108795.1	0.01	NA	NS
Gm7258	ENSMUSG00000096557.2	0.03	NA	NS
Gm43580	ENSMUSG00000107062.1	NA	NA	NS
Gm16044	ENSMUSG00000081339.1	0.01	NA	NS
Gm44673	ENSMUSG00000108388.1	0.01	NA	NS
Gm44674	ENSMUSG00000108648.1	-0.02	NA	NS
Gm23783	ENSMUSG00000088566.1	-0.02	NA	NS
Gm44672	ENSMUSG00000108720.1	0	NA	NS
n-R5s158	ENSMUSG00000077283.1	0.01	NA	NS
Gm32884	ENSMUSG00000108600.1	0	NA	NS
Gm25778	ENSMUSG00000080363.1	NA	NA	NS
Gm4768	ENSMUSG00000108540.1	0.03	NA	NS
Gm4259	ENSMUSG00000108785.1	0.02	NA	NS
Plpp4	ENSMUSG00000070366.5	0.05	NA	NS
Gm33027	ENSMUSG00000108713.1	0.12	NA	NS
Gm39094	ENSMUSG00000108580.1	0	NA	NS
Gm33248	ENSMUSG00000108481.1	0.01	NA	NS
Gm44778	ENSMUSG00000108576.1	0.01	NA	NS
Gm4265	ENSMUSG00000108504.1	0.06	NA	NS
Gm23847	ENSMUSG00000065763.1	0.01	NA	NS
Gm5903	ENSMUSG00000082988.3	0	NA	NS
Gm45719	ENSMUSG00000108940.1	0.06	NA	NS
Gm44647	ENSMUSG00000109016.1	-0.02	NA	NS
Gm4275	ENSMUSG00000099422.4	0.04	NA	NS
Gm27884	ENSMUSG00000099232.1	NA	NA	NS
4930513N20Rik	ENSMUSG00000109225.1	-0.05	NA	NS
Gm6108	ENSMUSG00000109104.1	0.09	NA	NS
Etos1	ENSMUSG00000050189.4	0.1	NA	NS
Gm5602	ENSMUSG00000086108.2	-0.04	NA	NS
Mir7061	ENSMUSG00000104914.1	0.01	NA	NS
Htra1	ENSMUSG00000006205.13	0	NA	NS
4933402N03Rik	ENSMUSG00000013668.9	0.06	NA	NS
1700029B22Rik	ENSMUSG00000100759.6	0.01	NA	NS
5430419D17Rik	ENSMUSG00000006204.6	0.12	NA	NS
Cuzd1	ENSMUSG00000040205.8	0.05	NA	NS
Fam24b	ENSMUSG00000030858.10	0.03	NA	NS
Fam24a	ENSMUSG00000030859.8	0.01	NA	NS
Gm44623	ENSMUSG00000108883.1	0	NA	NS
Gm44624	ENSMUSG00000109570.1	0.04	NA	NS
Gm44625	ENSMUSG00000108910.1	-0.04	NA	NS
Gm44982	ENSMUSG00000109399.1	-0.01	NA	NS
Gm18600	ENSMUSG00000108964.1	0	NA	NS
Gm44984	ENSMUSG00000108989.1	NA	NA	NS
Gm45105	ENSMUSG00000109087.1	NA	NA	NS
Gm16477	ENSMUSG00000062758.6	0.01	NA	NS
Gm4585	ENSMUSG00000109066.1	0	NA	NS
Gm44547	ENSMUSG00000108839.1	0.01	NA	NS
Gm44546	ENSMUSG00000109014.1	-0.01	NA	NS
Gm44548	ENSMUSG00000109340.1	0.02	NA	NS
Gpr26	ENSMUSG00000040125.4	0.08	NA	NS
Cpxm2	ENSMUSG00000030862.13	0.24	NA	NS
n-R5s159	ENSMUSG00000084630.1	NA	NA	NS
Gm15677	ENSMUSG00000086814.1	0	NA	NS
Gm44891	ENSMUSG00000109555.1	-0.01	NA	NS
Gm10584	ENSMUSG00000109270.1	0	NA	NS
Gm44892	ENSMUSG00000109550.1	0.01	NA	NS
Gm34908	ENSMUSG00000109137.1	0.04	NA	NS
Gm44893	ENSMUSG00000108870.1	0.02	NA	NS
Gm35147	ENSMUSG00000108849.1	0.05	NA	NS
Gm4587	ENSMUSG00000108858.1	0.01	NA	NS
Nkx1-2	ENSMUSG00000048528.7	0.02	NA	NS
Gm16764	ENSMUSG00000087657.8	0	NA	NS
Gm15582	ENSMUSG00000087348.1	-0.04	NA	NS
Eef1akmt2	ENSMUSG00000030960.16	0	NA	NS
Gm45501	ENSMUSG00000110159.1	-0.04	NA	NS
Abraxas2	ENSMUSG00000030965.19	-0.02	NA	NS
1500002F19Rik	ENSMUSG00000097595.2	-0.01	NA	NS
Gm45502	ENSMUSG00000109842.1	NA	NA	NS
Zranb1	ENSMUSG00000030967.15	-0.01	NA	NS
Gm15718	ENSMUSG00000085663.1	-0.04	NA	NS
Ctbp2	ENSMUSG00000030970.16	-0.02	NA	NS
4930483O08Rik	ENSMUSG00000109816.1	0.02	NA	NS
Gm45672	ENSMUSG00000109619.1	0.02	NA	NS
Tex36	ENSMUSG00000030976.3	0.03	NA	NS
Gm35625	ENSMUSG00000110026.1	0	NA	NS
Gm45671	ENSMUSG00000109917.1	0.06	NA	NS
Gm28747	ENSMUSG00000101546.1	0	NA	NS
Edrf1	ENSMUSG00000039990.16	0.02	NA	NS
Mmp21	ENSMUSG00000030981.9	-0.01	NA	NS
Gm15483	ENSMUSG00000081431.1	0.06	NA	NS
Gm45670	ENSMUSG00000109635.1	0.05	NA	NS
Fank1	ENSMUSG00000053111.13	0.06	NA	NS
Gm23631	ENSMUSG00000093032.1	NA	NA	NS
Gm19514	ENSMUSG00000108478.1	0.02	NA	NS
A130023I24Rik	ENSMUSG00000050066.6	0.01	NA	NS
D7Ertd443e	ENSMUSG00000030994.15	0.12	NA	NS
Gm4593	ENSMUSG00000108569.1	0.02	NA	NS
Fam196a	ENSMUSG00000073805.5	-0.03	NA	NS
Gm45532	ENSMUSG00000110167.1	0.01	NA	NS
Gm45597	ENSMUSG00000109608.1	0.02	NA	NS
Gm24581	ENSMUSG00000077150.1	0.01	NA	NS
1700120G07Rik	ENSMUSG00000100717.6	0	NA	NS
Nps	ENSMUSG00000073804.5	-0.01	NA	NS
Gm45339	ENSMUSG00000109891.1	0	NA	NS
4930544L04Rik	ENSMUSG00000073803.3	0.04	NA	NS
Foxi2	ENSMUSG00000048377.6	0.01	NA	NS
Gm36356	ENSMUSG00000109598.1	0.02	NA	NS
Mir1962	ENSMUSG00000088141.1	0	NA	NS
5830432E09Rik	ENSMUSG00000097471.8	0.11	NA	NS
Gm45240	ENSMUSG00000109910.1	-0.01	NA	NS
Gm36431	ENSMUSG00000109831.1	0.03	NA	NS
Gm45241	ENSMUSG00000110078.1	-0.01	NA	NS
6330420H09Rik	ENSMUSG00000109898.1	-0.01	NA	NS
Gm45440	ENSMUSG00000110004.1	0.06	NA	NS
Gm45439	ENSMUSG00000110113.1	0.01	NA	NS
Gm9341	ENSMUSG00000098031.1	0.11	NA	NS
Gm36737	ENSMUSG00000110396.1	0.01	NA	NS
C030029H02Rik	ENSMUSG00000110027.1	0.05	NA	NS
Gm45426	ENSMUSG00000109792.1	0.01	NA	NS
C230079O03Rik	ENSMUSG00000109633.1	-0.01	NA	NS
Gm36849	ENSMUSG00000109981.1	0.02	NA	NS
Gm24444	ENSMUSG00000087869.1	0	NA	NS
Gm5904	ENSMUSG00000109894.1	0.07	NA	NS
Gm9347	ENSMUSG00000110126.1	0	NA	NS
Gm45280	ENSMUSG00000109721.1	0.1	NA	NS
Gm45499	ENSMUSG00000110174.1	-0.01	NA	NS
Ebf3	ENSMUSG00000010476.14	0.07	NA	NS
Gm45278	ENSMUSG00000109847.1	0	NA	NS
Gm10578	ENSMUSG00000109722.1	0.01	NA	NS
Gm45514	ENSMUSG00000109677.1	0.01	NA	NS
Gm17841	ENSMUSG00000109843.1	0.03	NA	NS
Gm45397	ENSMUSG00000109973.1	0.01	NA	NS
Gm45683	ENSMUSG00000110145.1	0.01	NA	NS
Gm45682	ENSMUSG00000110090.1	0.02	NA	NS
Gm5650	ENSMUSG00000109834.1	0.01	NA	NS
Gm25798	ENSMUSG00000064575.1	0	NA	NS
Tcerg1l	ENSMUSG00000091002.2	0.06	NA	NS
Gm45686	ENSMUSG00000110354.1	0.03	NA	NS
4930543N07Rik	ENSMUSG00000110037.1	0.03	NA	NS
Gm30808	ENSMUSG00000109802.1	0.01	NA	NS
Gm45506	ENSMUSG00000110241.1	NA	NA	NS
Gm45507	ENSMUSG00000109881.1	NA	NA	NS
Gm18258	ENSMUSG00000110237.1	-0.02	NA	NS
Gm9358	ENSMUSG00000098199.1	0.07	NA	NS
Gm45668	ENSMUSG00000110319.1	0.01	NA	NS
Jakmip3	ENSMUSG00000056856.12	0.05	NA	NS
Gm45613	ENSMUSG00000109855.1	-0.01	NA	NS
Dpysl4	ENSMUSG00000025478.15	-0.04	NA	NS
Stk32c	ENSMUSG00000015981.12	0.15	NA	NS
Gm27975	ENSMUSG00000098629.1	-0.01	NA	NS
Gm45328	ENSMUSG00000110303.1	0.01	NA	NS
Gm32486	ENSMUSG00000110115.1	-0.04	NA	NS
Nkx6-2	ENSMUSG00000041309.17	0.01	NA	NS
Cfap46	ENSMUSG00000049571.18	0	NA	NS
Rpl21-ps13	ENSMUSG00000056777.5	-0.03	NA	NS
Gm7380	ENSMUSG00000109905.1	0.1	NA	NS
Mir6401	ENSMUSG00000098619.1	NA	NA	NS
Adgra1	ENSMUSG00000025475.17	-0.03	NA	NS
Gm4974	ENSMUSG00000109710.1	0	NA	NS
Kndc1	ENSMUSG00000066129.15	0.18	NA	NS
Utf1	ENSMUSG00000047751.9	-0.02	NA	NS
Gm16201	ENSMUSG00000086742.8	0.02	NA	NS
Gm2044	ENSMUSG00000085354.1	0.03	NA	NS
mmu-mir-7686	ENSMUSG00000105165.1	NA	NA	NS
Mir202	ENSMUSG00000065502.1	NA	NA	NS
6430531B16Rik	ENSMUSG00000073795.11	-0.01	NA	NS
Mir7062	ENSMUSG00000099092.1	0	NA	NS
Msx3	ENSMUSG00000025469.10	-0.01	NA	NS
Caly	ENSMUSG00000025468.15	0.17	NA	NS
Sprn	ENSMUSG00000045733.7	0.03	NA	NS
Olfr522	ENSMUSG00000051180.7	0.15	NA	NS
Olfr523	ENSMUSG00000051051.7	0.01	NA	NS
Olfr524	ENSMUSG00000050366.6	0.02	NA	NS
Cd163l1	ENSMUSG00000025461.11	0.14	NA	NS
5830411N06Rik	ENSMUSG00000054672.13	0.14	NA	NS
Gm45456	ENSMUSG00000109875.1	0.04	NA	NS
Olfr525	ENSMUSG00000061489.3	0.1	NA	NS
Olfr527	ENSMUSG00000062782.4	0.04	NA	NS
Olfr528-ps1	ENSMUSG00000110059.1	0.02	NA	NS
Olfr60	ENSMUSG00000060112.4	0.11	NA	NS
Olfr529-ps1	ENSMUSG00000110257.1	0.04	NA	NS
Olfr530	ENSMUSG00000060974.3	0.01	NA	NS
Gm6376	ENSMUSG00000109690.1	0.05	NA	NS
Olfr531	ENSMUSG00000062712.3	0.07	NA	NS
Olfr532	ENSMUSG00000063823.2	0.16	NA	NS
Olfr533	ENSMUSG00000056883.5	0.01	NA	NS
Olfr534-ps1	ENSMUSG00000110169.1	0.01	NA	NS
Olfr535	ENSMUSG00000063230.5	0.17	NA	NS
Olfr536	ENSMUSG00000052508.10	0.03	NA	NS
Olfr537-ps1	ENSMUSG00000110092.2	0	NA	NS
Olfr538	ENSMUSG00000095901.2	0.02	NA	NS
Olfr46	ENSMUSG00000093942.3	0.04	NA	NS
Olfr61	ENSMUSG00000096069.4	0.03	NA	NS
Olfr53	ENSMUSG00000094819.3	0	NA	NS
Olfr539	ENSMUSG00000059136.4	0.08	NA	NS
Olfr540-ps1	ENSMUSG00000109892.1	NA	NA	NS
Olfr45	ENSMUSG00000066122.6	0.07	NA	NS
Olfr541	ENSMUSG00000057997.6	0	NA	NS
Olfr542-ps1	ENSMUSG00000110199.2	0.07	NA	NS
Syce1	ENSMUSG00000025480.5	-0.06	NA	NS
Gm29799	ENSMUSG00000107816.1	0.01	NA	NS
Zfp941	ENSMUSG00000060314.13	0.08	NA	NS
Gm45785	ENSMUSG00000110136.1	0	NA	NS
C330022C24Rik	ENSMUSG00000099590.1	-0.01	NA	NS
Scgb1c1	ENSMUSG00000038801.6	-0.01	NA	NS
Odf3	ENSMUSG00000025482.11	-0.05	NA	NS
Gm15542	ENSMUSG00000083396.1	0.04	NA	NS
Cox8b	ENSMUSG00000025488.9	0	NA	NS
BC024386	ENSMUSG00000109628.1	0.04	NA	NS
Ifitm5	ENSMUSG00000025489.5	-0.02	NA	NS
Gm45717	ENSMUSG00000110104.1	NA	NA	NS
Gm7514	ENSMUSG00000110355.1	-0.01	NA	NS
Ifitm6	ENSMUSG00000059108.4	0.12	NA	NS
Gm17387	ENSMUSG00000091441.1	NA	NA	NS
Gm45299	ENSMUSG00000109703.1	0.01	NA	NS
Gm24962	ENSMUSG00000088542.1	-0.01	NA	NS
Gm22019	ENSMUSG00000077547.1	NA	NA	NS
Mir210	ENSMUSG00000065551.1	0	NA	NS
Drd4	ENSMUSG00000025496.5	0.04	NA	NS
B230206H07Rik	ENSMUSG00000086844.1	-0.05	NA	NS
Gm25725	ENSMUSG00000077716.1	0	NA	NS
Gm4535	ENSMUSG00000091083.4	-0.01	NA	NS
Cend1	ENSMUSG00000060240.12	0.01	NA	NS
Snora52	ENSMUSG00000064666.1	NA	NA	NS
Gm10575	ENSMUSG00000073787.4	-0.11	NA	NS
Gm45416	ENSMUSG00000110400.1	-0.02	NA	NS
Gm16982	ENSMUSG00000097170.1	-0.11	NA	NS
Mir7063	ENSMUSG00000098759.1	-0.01	NA	NS
Muc5ac	ENSMUSG00000037974.16	0	NA	NS
Muc5b	ENSMUSG00000066108.7	0.14	NA	NS
Gm20501	ENSMUSG00000092536.2	0.02	NA	NS
Brsk2	ENSMUSG00000053046.16	0.08	NA	NS
Mir3104	ENSMUSG00000092652.1	NA	NA	NS
Gm45630	ENSMUSG00000109638.1	0.05	NA	NS
Gm25416	ENSMUSG00000077409.1	NA	NA	NS
Dusp8	ENSMUSG00000037887.11	0.02	NA	NS
Gm32786	ENSMUSG00000109958.1	-0.03	NA	NS
Gm45417	ENSMUSG00000109592.1	-0.01	NA	NS
Gm45618	ENSMUSG00000109859.1	0.02	NA	NS
Gm39115	ENSMUSG00000110091.1	0	NA	NS
Gm45337	ENSMUSG00000110061.1	-0.01	NA	NS
Gm25370	ENSMUSG00000088784.1	0.01	NA	NS
Gm29735	ENSMUSG00000109655.1	0.02	NA	NS
Gm4553	ENSMUSG00000090471.2	0.01	NA	NS
Krtap5-2	ENSMUSG00000054759.6	0.01	NA	NS
Gm10153	ENSMUSG00000066101.5	0.02	NA	NS
Krtap5-3	ENSMUSG00000046248.9	0.02	NA	NS
Gm7579	ENSMUSG00000073786.1	0	NA	NS
Gm19094	ENSMUSG00000109581.1	-0.01	NA	NS
Krtap5-5	ENSMUSG00000073785.2	0.05	NA	NS
Gm40460	ENSMUSG00000110324.1	0.01	NA	NS
Gm47762	ENSMUSG00000110254.1	-0.01	NA	NS
Gm2431	ENSMUSG00000090455.2	0	NA	NS
Gm4559	ENSMUSG00000056885.5	0	NA	NS
Gm10013	ENSMUSG00000089731.3	-0.01	NA	NS
Gm45889	ENSMUSG00000109936.1	0.11	NA	NS
Krtap5-1	ENSMUSG00000066100.7	0	NA	NS
Krtap5-4	ENSMUSG00000045236.5	-0.01	NA	NS
Gm5054	ENSMUSG00000083812.3	0.07	NA	NS
Ifitm10	ENSMUSG00000045777.14	0.06	NA	NS
Gm49369	ENSMUSG00000110040.1	NA	NA	NS
Gm26143	ENSMUSG00000077668.1	0	NA	NS
Syt8	ENSMUSG00000031098.18	0.06	NA	NS
Tnni2	ENSMUSG00000031097.15	0	NA	NS
Prr33	ENSMUSG00000043795.9	0.03	NA	NS
Tnnt3	ENSMUSG00000061723.18	0	NA	NS
Nctc1	ENSMUSG00000087090.7	-0.02	NA	NS
H19	ENSMUSG00000000031.16	0.09	NA	NS
Gm27483	ENSMUSG00000099143.1	NA	NA	NS
Mir675	ENSMUSG00000076275.1	NA	NA	NS
Gm27786	ENSMUSG00000098816.1	NA	NA	NS
Gm33148	ENSMUSG00000110125.1	0.07	NA	NS
Igf2	ENSMUSG00000048583.16	0.02	NA	NS
Gm49394	ENSMUSG00000115302.1	NA	NA	NS
Mir483	ENSMUSG00000070140.1	0	NA	NS
Igf2os	ENSMUSG00000086266.1	-0.05	NA	NS
Ins2	ENSMUSG00000000215.11	0.04	NA	NS
Gm6471	ENSMUSG00000073781.4	0.02	NA	NS
Gm39117	ENSMUSG00000108952.1	0.01	NA	NS
Th	ENSMUSG00000000214.11	-0.04	NA	NS
Tspan32os	ENSMUSG00000052281.14	0.03	NA	NS
R74862	ENSMUSG00000059277.12	0.03	NA	NS
Gm38321	ENSMUSG00000102980.1	-0.01	NA	NS
Gm37235	ENSMUSG00000102333.1	-0.03	NA	NS
Gm28821	ENSMUSG00000101062.1	-0.04	NA	NS
Gm27395	ENSMUSG00000098857.1	NA	NA	NS
Gm27389	ENSMUSG00000098859.1	NA	NA	NS
Gm27803	ENSMUSG00000099151.1	NA	NA	NS
Gm27539	ENSMUSG00000099240.1	NA	NA	NS
4933417O13Rik	ENSMUSG00000101360.2	-0.09	NA	NS
Gm38095	ENSMUSG00000103791.1	-0.06	NA	NS
Gm38065	ENSMUSG00000104485.1	0.06	NA	NS
Gm27901	ENSMUSG00000099103.1	NA	NA	NS
Cdkn1c	ENSMUSG00000037664.13	0	NA	NS
Gm44732	ENSMUSG00000108934.1	NA	NA	NS
Gm23297	ENSMUSG00000065118.1	0.01	NA	NS
Mir7064	ENSMUSG00000098593.1	NA	NA	NS
Gm15580	ENSMUSG00000082561.1	0	NA	NS
Gm15579	ENSMUSG00000086828.1	0	NA	NS
E230032D23Rik	ENSMUSG00000109251.1	0.01	NA	NS
Tnfrsf22	ENSMUSG00000010751.15	0.06	NA	NS
Tnfrsf23	ENSMUSG00000037613.16	0.08	NA	NS
Mrgprg	ENSMUSG00000050276.7	0.06	NA	NS
Gm44998	ENSMUSG00000109421.1	-0.02	NA	NS
Gm22064	ENSMUSG00000076944.1	NA	NA	NS
Gm498	ENSMUSG00000031085.16	0.01	NA	NS
Mir6404	ENSMUSG00000099321.1	-0.01	NA	NS
Mir3105	ENSMUSG00000093221.1	-0.02	NA	NS
Gm44999	ENSMUSG00000109500.1	0.04	NA	NS
Gm14372	ENSMUSG00000085745.1	0.01	NA	NS
Gm14376	ENSMUSG00000085228.1	-0.01	NA	NS
Faddos	ENSMUSG00000073778.2	-0.01	NA	NS
Gm44930	ENSMUSG00000108851.1	0	NA	NS
Gm10152	ENSMUSG00000103394.1	0.02	NA	NS
Gm44929	ENSMUSG00000109009.1	-0.01	NA	NS
Gm34964	ENSMUSG00000109442.1	0.01	NA	NS
Gm9711	ENSMUSG00000108874.1	0.01	NA	NS
Fgf3	ENSMUSG00000031074.14	0.01	NA	NS
Fgf4	ENSMUSG00000050917.5	0	NA	NS
Gm26793	ENSMUSG00000096999.1	-0.02	NA	NS
Gm39119	ENSMUSG00000108977.1	0.03	NA	NS
Bc1	ENSMUSG00000115783.1	0.01	NA	NS
Gm45181	ENSMUSG00000108967.1	0.02	NA	NS
Mrgprd	ENSMUSG00000051207.7	0.03	NA	NS
Gm44634	ENSMUSG00000108612.2	0	NA	NS
Gm7346	ENSMUSG00000090795.1	0.02	NA	NS
Gm25775	ENSMUSG00000080366.1	NA	NA	NS
Gm18210	ENSMUSG00000108971.1	0.03	NA	NS
Vmn2r-ps88	ENSMUSG00000109369.2	0.01	NA	NS
Gm16180	ENSMUSG00000086065.1	0.02	NA	NS
A430078G23Rik	ENSMUSG00000074497.5	0.1	NA	NS
Gm44775	ENSMUSG00000108955.1	-0.01	NA	NS
Tex45	ENSMUSG00000040340.13	0	NA	NS
Rps23-ps2	ENSMUSG00000066902.7	0	NA	NS
Gm22204	ENSMUSG00000084603.1	0.03	NA	NS
Pcp2	ENSMUSG00000004630.18	0.04	NA	NS
Retn	ENSMUSG00000012705.16	0	NA	NS
Gm44776	ENSMUSG00000108859.1	0.02	NA	NS
Mcemp1	ENSMUSG00000013974.3	0.16	NA	NS
Gm39121	ENSMUSG00000109277.1	0	NA	NS
Gm45231	ENSMUSG00000108888.1	0.02	NA	NS
Clec4g	ENSMUSG00000074491.9	0.05	NA	NS
Gm16553	ENSMUSG00000089956.1	0.02	NA	NS
Gm23886	ENSMUSG00000084633.1	0.02	NA	NS
Cd209a	ENSMUSG00000031494.7	-0.01	NA	NS
Gm24934	ENSMUSG00000076952.1	NA	NA	NS
Rprl3	ENSMUSG00000088025.1	0.01	NA	NS
Gm7381	ENSMUSG00000074485.1	-0.01	NA	NS
Cd209e	ENSMUSG00000040197.4	0.06	NA	NS
Cd209d	ENSMUSG00000031495.8	0.08	NA	NS
Cd209b	ENSMUSG00000065987.12	0.07	NA	NS
Cd209c	ENSMUSG00000040165.14	0	NA	NS
Gm7389	ENSMUSG00000097657.2	-0.01	NA	NS
Gm45048	ENSMUSG00000109267.1	0.05	NA	NS
Gm7397	ENSMUSG00000109377.1	0.01	NA	NS
Gm45049	ENSMUSG00000109512.1	0.02	NA	NS
Gm7407	ENSMUSG00000109255.1	0	NA	NS
Gm16589	ENSMUSG00000074482.5	NA	NA	NS
Gm26750	ENSMUSG00000097544.1	-0.01	NA	NS
Cd209f	ENSMUSG00000051906.15	0.01	NA	NS
Gm23888	ENSMUSG00000084639.1	NA	NA	NS
Cd209g	ENSMUSG00000079168.4	-0.01	NA	NS
4932443L11Rik	ENSMUSG00000086805.9	0.1	NA	NS
Prr36	ENSMUSG00000064125.14	0.03	NA	NS
Lrrc8e	ENSMUSG00000046589.7	0.08	NA	NS
Gm49320	ENSMUSG00000109061.1	-0.01	NA	NS
Gm26102	ENSMUSG00000087876.1	-0.05	NA	NS
Gm44869	ENSMUSG00000108818.1	0.02	NA	NS
Gm45118	ENSMUSG00000109356.1	-0.01	NA	NS
Gm45117	ENSMUSG00000109397.1	-0.01	NA	NS
Gm6070	ENSMUSG00000108860.1	-0.02	NA	NS
Cers4	ENSMUSG00000008206.16	0.01	NA	NS
Gm36956	ENSMUSG00000102201.1	NA	NA	NS
Vmn2r-ps89	ENSMUSG00000108829.1	0.01	NA	NS
Gm7451	ENSMUSG00000109489.1	0.04	NA	NS
Gm45224	ENSMUSG00000109448.1	-0.05	NA	NS
Gm7461	ENSMUSG00000048484.4	-0.06	NA	NS
Gm6410	ENSMUSG00000097308.1	-0.01	NA	NS
Gm2676	ENSMUSG00000109055.1	0.04	NA	NS
Gm44959	ENSMUSG00000108962.1	NA	NA	NS
Gm6334	ENSMUSG00000109462.1	-0.04	NA	NS
Gm44960	ENSMUSG00000109034.1	NA	NA	NS
Gm9457	ENSMUSG00000095600.2	0.07	NA	NS
Gm44961	ENSMUSG00000109063.1	-0.01	NA	NS
Rpl21-ps14	ENSMUSG00000062152.4	0.03	NA	NS
n-R5s93	ENSMUSG00000096219.1	0.01	NA	NS
Gm5739	ENSMUSG00000109295.1	0.08	NA	NS
Gm5605	ENSMUSG00000109181.1	0.06	NA	NS
n-R5s94	ENSMUSG00000064507.1	0	NA	NS
Gm44693	ENSMUSG00000109313.1	0.02	NA	NS
Gm6426	ENSMUSG00000109266.1	0.06	NA	NS
Gm1840	ENSMUSG00000043192.4	-0.01	NA	NS
Gm22565	ENSMUSG00000093281.1	0.01	NA	NS
Gm2734	ENSMUSG00000109069.1	0	NA	NS
Gm44843	ENSMUSG00000109518.1	0	NA	NS
Gm44842	ENSMUSG00000109534.1	-0.02	NA	NS
Gm24288	ENSMUSG00000088255.1	NA	NA	NS
Gm44844	ENSMUSG00000109543.1	0.01	NA	NS
Gm44909	ENSMUSG00000109457.1	0.01	NA	NS
Gm7506	ENSMUSG00000109463.1	-0.01	NA	NS
Gm44911	ENSMUSG00000108852.1	NA	NA	NS
Gm44910	ENSMUSG00000109538.1	0	NA	NS
Gm44908	ENSMUSG00000108914.1	-0.01	NA	NS
Gm17215	ENSMUSG00000092092.1	0	NA	NS
Gm26427	ENSMUSG00000093992.1	-0.01	NA	NS
Gm30954	ENSMUSG00000109260.1	0.04	NA	NS
Gm27585	ENSMUSG00000098667.1	-0.01	NA	NS
Gm27545	ENSMUSG00000098978.1	-0.01	NA	NS
Gm25169	ENSMUSG00000077378.1	0	NA	NS
Gm28262	ENSMUSG00000099890.2	0.11	NA	NS
Gm45160	ENSMUSG00000109316.1	0.06	NA	NS
Gm31135	ENSMUSG00000109127.1	-0.01	NA	NS
Gm31401	ENSMUSG00000109566.1	0	NA	NS
Gm45076	ENSMUSG00000109134.1	0.06	NA	NS
A630009H07Rik	ENSMUSG00000109056.1	-0.06	NA	NS
Gm31343	ENSMUSG00000109515.1	0.03	NA	NS
Gm2448	ENSMUSG00000108913.1	0	NA	NS
D530014G21Rik	ENSMUSG00000108941.1	0.01	NA	NS
Gm31463	ENSMUSG00000108932.1	0.01	NA	NS
Gm45075	ENSMUSG00000109436.1	0	NA	NS
Gm45074	ENSMUSG00000109568.1	0.02	NA	NS
4921522P10Rik	ENSMUSG00000040467.1	-0.04	NA	NS
Mir7654	ENSMUSG00000098917.1	NA	NA	NS
Gm18393	ENSMUSG00000109117.1	0	NA	NS
Gm44621	ENSMUSG00000109190.1	-0.02	NA	NS
Gm44626	ENSMUSG00000109371.1	0.03	NA	NS
Gm44622	ENSMUSG00000109062.1	0.01	NA	NS
Gm44515	ENSMUSG00000109346.1	0.01	NA	NS
4933430N04Rik	ENSMUSG00000108848.1	0.1	NA	NS
4930453L07Rik	ENSMUSG00000109215.1	-0.02	NA	NS
Gm44516	ENSMUSG00000109124.1	0.01	NA	NS
Gm39128	ENSMUSG00000109064.1	0	NA	NS
Fam155a	ENSMUSG00000079157.4	0	NA	NS
Gm44542	ENSMUSG00000109040.1	0.02	NA	NS
Gm44541	ENSMUSG00000109286.1	-0.01	NA	NS
Gm44518	ENSMUSG00000109385.1	0.08	NA	NS
4930435N07Rik	ENSMUSG00000109551.1	-0.01	NA	NS
n-R5s95	ENSMUSG00000064618.1	0.01	NA	NS
Gm44797	ENSMUSG00000109359.1	0.08	NA	NS
Gm44800	ENSMUSG00000109418.1	0.08	NA	NS
Gm44801	ENSMUSG00000109529.1	0.03	NA	NS
Gm44798	ENSMUSG00000109139.1	0.06	NA	NS
Gm44799	ENSMUSG00000109095.1	0.01	NA	NS
2900027M19Rik	ENSMUSG00000109162.1	0.05	NA	NS
Gm44802	ENSMUSG00000108918.1	0.02	NA	NS
Gm47312	ENSMUSG00000105098.1	NA	NA	NS
Gm44761	ENSMUSG00000109183.1	0.01	NA	NS
Gm10217	ENSMUSG00000067627.2	0	NA	NS
Gm10067	ENSMUSG00000095279.2	0.02	NA	NS
Gm44789	ENSMUSG00000109054.1	0.03	NA	NS
Gm44788	ENSMUSG00000109545.1	0.02	NA	NS
Myo16	ENSMUSG00000039057.11	0.02	NA	NS
5330413D20Rik	ENSMUSG00000109258.1	0.08	NA	NS
Gm44786	ENSMUSG00000109503.1	0.02	NA	NS
Gm44785	ENSMUSG00000109432.1	0.08	NA	NS
Gm44784	ENSMUSG00000109067.1	0.02	NA	NS
Gm45045	ENSMUSG00000108997.1	0.02	NA	NS
Gm39129	ENSMUSG00000109271.1	0.04	NA	NS
Rps16-ps3	ENSMUSG00000096258.2	0.02	NA	NS
B930025P03Rik	ENSMUSG00000109473.1	0.04	NA	NS
Gm45044	ENSMUSG00000108969.1	0	NA	NS
Gm2814	ENSMUSG00000109291.1	0.02	NA	NS
4833411C07Rik	ENSMUSG00000109089.1	0.04	NA	NS
3930402G23Rik	ENSMUSG00000038917.4	0.07	NA	NS
Gm45042	ENSMUSG00000109480.1	0	NA	NS
